# 019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.tableboxes.csv — BOX-tier ground truth for boxscore.py.
#
# HELD-OUT SAMPLE. These tables were drawn at random from the 98 held-out
# tables (seed 20260905) and each edge was chosen by a human from the
# CANDIDATE RULES the page itself carries — every horizontal rule near the top
# and bottom that spans at least 80% of the table, every vertical near the left
# and right — WITHOUT the extractor's own box in view. Agreeing with it
# afterwards therefore means something.
#
# Two of the fifteen first-pass picks were WRONG, both mine, both caught by
# re-reading the pixels at 9x, and both recorded below. Reading an edge off a
# whole-sheet render is not good enough: at sheet scale a 13pt row is four
# pixels.
sheet,table_title,x0,top,x1,bot,provenance
019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.pdf#14,GENERAL FAN SCHEDULE,406.31,1401.56,2685.44,1532.31,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.pdf#14,AIR SEPARATOR SCHEDULE,1780.06,1637.81,2685.44,1728.19,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.07pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.pdf#15,"GRILLE, REGISTER, AND DIFFUSER SCHEDULE",1583.31,58.06,2680.56,481.06,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.12pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.pdf#15,AIR-COOLED CONDENSING UNIT SCHEDULE,1156.81,711.44,2680.56,882.69,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.12pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.pdf#15,EXPANSION TANK SCHEDULE,860.81,979.5,2680.56,1084.38,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.12pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.pdf#15,UNIT HEATER SCHEDULE (HOT WATER),795.06,1404.56,2680.56,1509.44,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.12pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.pdf#15,SILENCER SCHEDULE,733.38,1599.19,2680.56,1704.19,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.12pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.pdf#15,FIN TUBE RADIATION SCHEDULE,862.38,1739.31,2680.56,1867.5,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.12pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.pdf#15,ARCHITECTURAL LOUVERED PENTHOUSE SCHEDULE,1598.56,1947.56,2680.56,2050.81,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.12pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.pdf#16,VOLUME CONTROL BOX SCHEDULE,1165.94,58.06,2680.56,902.06,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.12pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.pdf#17,HVAC CONTROLS - BMS POINT FUNCTION SCHEDULE,1874.19,103.5,2727.44,333.69,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.pdf#19,HVAC CONTROLS - BMS POINT FUNCTION SCHEDULE - CHW SYSTEM,1177.56,735.19,2404.81,968.06,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.12pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.pdf#20,HVAC CONTROLS - BMS POINT FUNCTION SCHEDULE - HHW SYSTEM,1162.38,853.19,2389.62,1258.5,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.pdf#23,HVAC CONTROLS - BMS POINT FUNCTION SCHEDULE - VAV BOXES,1467.19,112.38,2694.56,655.69,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.11pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
019_FL_Eglin_AFB_Building_XX_Contract_Documents_01_04.pdf#24,HVAC CONTROLS - BMS POINT FUNCTION SCHEDULE - MISCELLANEOUS,1163.44,1261.38,2397.81,1546.06,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
