# federal-mech.typicals.csv — TYPICAL-tier ground truth for the ASSEMBLIES goal (mcp/scripts/assemblies-typical-eval.mjs).
#
# Judged the way an estimator would: from renders and the PDF's own text of each schedule row, its
# notes, and the sequences and control schematics the sheets point to. The pipeline's output for
# these sheets was not consulted. A key that looks wrong is written up in ASSEMBLIES_BUG_CATALOGUE.md,
# never edited (goals/ASSEMBLIES.md ANTI-GAMING).
# Library: us-typicals v1 (web/src/lib/assemblies/starter/us-typicals-v1.json), ids and options frozen at
# GATE 4. typical_id "none": no v1 typical fits the unit (it is listed as "no assembly").
# options: every option of the typical as option=true|false. A trailing "?" marks an option the drawings
# do not decide: it carries the library default, and the eval scores it apart from decided options.
# Instances: every instance of keys/federal-mech.attrs.csv, one row each.
# Sources read: M2.1 (page 2) HVAC zone legend (zones, thermostats, CO2 sensors); M7.x (pages 14-16) schedules; M8.1-M8.8 (pages 17-24) controls: symbols, sequences, diagrams and BMS point schedules.
#
sheet,tag,family,typical_id,options,basis_note
federal-attachment4-mechanical.pdf#14,EF-4,FAN,fan-constant,motorized_damper=true,"M8.8 mechanical room exhaust fan: start/stop DO, status DI, space temperature AI; outside air intake and exhaust dampers hardwire-interlocked with end switches. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#14,HWP-1,PUMP,pump-vfd,ufc_minimum_points=true,"M8.4: VFD pump, start/stop DO, status DI by current sensing relay, speed AO, VFD alarm DI; duty/standby on loop differential pressure. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#14,HWP-2,PUMP,pump-vfd,ufc_minimum_points=true,"M8.4: VFD pump, start/stop DO, status DI by current sensing relay, speed AO, VFD alarm DI; duty/standby on loop differential pressure. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#14,HWRP-1,PUMP,pump-constant,ufc_minimum_points=true,AHU-1 heating coil recirculation pump: M8.5 points SS-5 start/stop DO and CSR-5 status DI; no VFD. Eglin AFB (DoD): UFC 3-410-01 applies.
federal-attachment4-mechanical.pdf#15,CU-1,CONDENSING_UNIT,none,,Condensing unit of a DX split system run by the manufacturer's controls (M8.8). v1 has no CONDENSING_UNIT typical.
federal-attachment4-mechanical.pdf#15,CU-2,CONDENSING_UNIT,none,,Condensing unit of a DX split system run by the manufacturer's controls (M8.8). v1 has no CONDENSING_UNIT typical.
federal-attachment4-mechanical.pdf#15,CU-3,CONDENSING_UNIT,none,,Condensing unit of a DX split system run by the manufacturer's controls (M8.8). v1 has no CONDENSING_UNIT typical.
federal-attachment4-mechanical.pdf#15,CU-4,CONDENSING_UNIT,none,,Condensing unit of a DX split system run by the manufacturer's controls (M8.8). v1 has no CONDENSING_UNIT typical.
federal-attachment4-mechanical.pdf#15,CU-5,CONDENSING_UNIT,none,,Condensing unit of a DX split system run by the manufacturer's controls (M8.8). v1 has no CONDENSING_UNIT typical.
federal-attachment4-mechanical.pdf#15,CU-6,CONDENSING_UNIT,none,,Condensing unit of a DX split system run by the manufacturer's controls (M8.8). v1 has no CONDENSING_UNIT typical.
federal-attachment4-mechanical.pdf#15,EV-1,FCU,none,,M8.8 DX split system: room temperature control by the fan coil manufacturer; the controls contractor adds a wall sensor for monitoring and alarms. The BMS only monitors a room sensor here and never commands the unit; v1 has no monitor-only typical.
federal-attachment4-mechanical.pdf#15,EV-2,FCU,none,,M8.8 DX split system: room temperature control by the fan coil manufacturer; the controls contractor adds a wall sensor for monitoring and alarms. The BMS only monitors a room sensor here and never commands the unit; v1 has no monitor-only typical.
federal-attachment4-mechanical.pdf#15,EV-3,FCU,none,,M8.8 DX split system: room temperature control by the fan coil manufacturer; the controls contractor adds a wall sensor for monitoring and alarms. The BMS only monitors a room sensor here and never commands the unit; v1 has no monitor-only typical.
federal-attachment4-mechanical.pdf#15,EV-4,FCU,none,,M8.8 DX split system: room temperature control by the fan coil manufacturer; the controls contractor adds a wall sensor for monitoring and alarms. The BMS only monitors a room sensor here and never commands the unit; v1 has no monitor-only typical.
federal-attachment4-mechanical.pdf#15,EV-5,FCU,none,,M8.8 DX split system: room temperature control by the fan coil manufacturer; the controls contractor adds a wall sensor for monitoring and alarms. The BMS only monitors a room sensor here and never commands the unit; v1 has no monitor-only typical.
federal-attachment4-mechanical.pdf#15,EV-6,FCU,none,,M8.8 DX split system: room temperature control by the fan coil manufacturer; the controls contractor adds a wall sensor for monitoring and alarms. The BMS only monitors a room sensor here and never commands the unit; v1 has no monitor-only typical.
federal-attachment4-mechanical.pdf#15,FCU-1,FCU,fcu,variable_speed_fan=false;scr_heat=false?;occupancy_sensor=false;window_switch=false;setpoint_adjust=false,"M8.8 fan coil unit: BMS cycles the fan (start/stop DO, status DI) and modulates the hot water valve (AO) on a space temperature sensor (AI, no adjustment point); heating only. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#15,FTR-1,FIN_TUBE_RADIATION,none,,M8.8 finned tube radiator: BMS modulates the hot water valve (AO) on a space sensor (AI). v1 has no FIN_TUBE_RADIATION typical.
federal-attachment4-mechanical.pdf#15,FTR-1B,FIN_TUBE_RADIATION,none,,M8.8 finned tube radiator: BMS modulates the hot water valve (AO) on a space sensor (AI). v1 has no FIN_TUBE_RADIATION typical.
federal-attachment4-mechanical.pdf#15,FTR-2,FIN_TUBE_RADIATION,none,,M8.8 finned tube radiator: BMS modulates the hot water valve (AO) on a space sensor (AI). v1 has no FIN_TUBE_RADIATION typical.
federal-attachment4-mechanical.pdf#15,FTR-2B,FIN_TUBE_RADIATION,none,,M8.8 finned tube radiator: BMS modulates the hot water valve (AO) on a space sensor (AI). v1 has no FIN_TUBE_RADIATION typical.
federal-attachment4-mechanical.pdf#15,UH-1,UNIT_HEATER,none,,M8.8 unit heater: the local thermostat modulates the valve and cycles the fan; manual fan speed selector; no BMS point. Standalone.
federal-attachment4-mechanical.pdf#15,UH-2,UNIT_HEATER,none,,M8.8 unit heater: the local thermostat modulates the valve and cycles the fan; manual fan speed selector; no BMS point. Standalone.
federal-attachment4-mechanical.pdf#16,VAV-1,VAV,vav-reheat-hw,co2_sensor=true;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows a wall CO2 sensor (keyed note M234) in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-10,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-11,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-12,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-13,VAV,vav-reheat-hw,co2_sensor=true;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows a wall CO2 sensor (keyed note M234) in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-14,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-15,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-16,VAV,vav-reheat-hw,co2_sensor=true;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows a wall CO2 sensor (keyed note M234) in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-17,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-18,VAV,vav-reheat-hw,co2_sensor=true;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows a wall CO2 sensor (keyed note M234) in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-19,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-2,VAV,vav-reheat-hw,co2_sensor=true;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows a wall CO2 sensor (keyed note M234) in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-20,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-21,VAV,vav-reheat-hw,co2_sensor=true;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows a wall CO2 sensor (keyed note M234) in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-22,VAV,vav-reheat-hw,co2_sensor=true;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows a wall CO2 sensor (keyed note M234) in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-23,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-24,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-25,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-26,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-27,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-28,VAV,vav-reheat-hw,co2_sensor=true;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows a wall CO2 sensor (keyed note M234) in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-29,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-3,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-30,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-31,VAV,vav-reheat-hw,co2_sensor=true;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows a wall CO2 sensor (keyed note M234) in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-32,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-33,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-34,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-35,VAV,vav-reheat-hw,co2_sensor=true;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows a wall CO2 sensor (keyed note M234) in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-36,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-37,VAV,vav-reheat-hw,co2_sensor=true;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows a wall CO2 sensor (keyed note M234) in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-38,VAV,vav-reheat-hw,co2_sensor=true;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows a wall CO2 sensor (keyed note M234) in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-39,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-4,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
