# 093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.attrs.csv — ATTRIBUTE-tier ground truth for the ASSEMBLIES goal (mcp/scripts/assemblies-attr-eval.mjs).
#
# Authored from RENDERS (mcp/scripts/render-page-crop.mjs, 2-4x) by reading each table by eye;
# the pipeline's output for these sheets was not consulted. Where render and pipeline later
# differ, the RENDER decides. A key that looks wrong is written up in
# ASSEMBLIES_BUG_CATALOGUE.md, never edited (goals/ASSEMBLIES.md ANTI-GAMING).
# Tables drawn by seed 20260927 (reports/assemblies/tier3/01-split.json); transcription: reports/assemblies/key-work/093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.transcription.txt,
# expanded by mcp/scripts/assemblies-key-transcribe.mjs.
#
# Scope: Sheet M-601 (page 8) of the Maine IF&W heat pump and electrical upgrades, Jonesboro ME (Haley Ward), the tables the third tier's seed drew for its VRF_INDOOR and VRF_OUTDOOR strata.
#   093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8 | HEAT PUMP/VRF INDOOR UNIT SCHEDULE | VRF_INDOOR | all 20 printed rows | render: page 8 overview at 40 dpi; crops 1128,365,1040,275 and 1128,636,1040,289 at 3x in 2 tiles each (TAG column repeated), notes cropped at 3x (crop 1128,920,1040,95); second read at 4x (crops 1128,421,522,23 and 1650,421,518,23; 1128,657,522,23 and 1650,657,518,23; 1128,895,522,24 and 1650,895,518,24) of IU-1, IU-10 and IU-20, every cell
#   093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8 | HEAT PUMP/VRF OUTDOOR UNIT SCHEDULE | VRF_OUTDOOR | all 3 printed rows | render: page 8 overview at 40 dpi; crop 1002,76,1166,139 at 3x in 2 tiles (TAG column repeated), notes cropped at 3x (crop 1002,212,1166,118); second read at 4x (crops 1002,140,588,72 and 1590,140,578,72) of OU-1, OU-2 and OU-3, every cell
# Covered attributes: every attribute of the family's key vocabulary (assemblies-key-transcribe.mjs KEY_ATTRIBUTES),
# one line per instance x attribute. Empty value + note 'not printed' = the table has no such column;
# empty value + note 'blank cell' = the column exists but this row prints nothing. Both score 'invented' if the pipeline fills them.
# Not counted: Space numbers, outdoor units served, manufacturers and models, corrected capacities and design outdoor temperatures, efficiencies (SEER, COP), FLA, RLA, input watts, MCA and MOCP, and every printed column outside the family's key vocabulary (mapped "-", still typed for audit).
# 093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades: 2 table(s), 23 instance(s), 460 keyed attribute value(s) (132 printed, 328 empty)
sheet,table_title,tag,family,attribute,value,unit,source_header,note
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-1,VRF_INDOOR,chw_lwt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-1,VRF_INDOOR,motor_hp,,hp,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-1,VRF_INDOOR,eh_kw,,kW,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-1,VRF_INDOOR,conn_in,,in,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-1,VRF_INDOOR,bas_interface,CENTRAL AE-200A CONTROLLER,,NOTE 5,"note 5, every row's NOTES printing ALL: 'PROVIDE AND CONNECT ALL INDOOR UNITS TO A CENTRAL AE-200A CONTROLLER.'"
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-1,VRF_INDOOR,volts,208,V,ELECTRICAL / VOLTAGE,printed '208 V'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-1,VRF_INDOOR,phase,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,building,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,floor,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,area_served,DMR OFF,,Space: Name: the room the unit serves,author's reading of the printed row
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,qty,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,cfm,148,cfm,SUPPLY CFM,printed '148 CFM'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,cooling_mbh,4000,BTU/H,COOLING CAPACITY,printed '4000.0 Btu/h'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,cooling_tons,,tons,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,heating_mbh,4500,BTU/H,HEATING CAPACITY,printed '4500.0 Btu/h'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,hw_gpm,,gpm,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,hw_ewt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,hw_lwt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,chw_gpm,,gpm,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,chw_ewt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,chw_lwt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,motor_hp,,hp,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,eh_kw,,kW,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,conn_in,,in,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,bas_interface,CENTRAL AE-200A CONTROLLER,,NOTE 5,"note 5, every row's NOTES printing ALL: 'PROVIDE AND CONNECT ALL INDOOR UNITS TO A CENTRAL AE-200A CONTROLLER.'"
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,volts,208,V,ELECTRICAL / VOLTAGE,printed '208 V'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-2,VRF_INDOOR,phase,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,building,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,floor,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,area_served,DMR OFF,,Space: Name: the room the unit serves,author's reading of the printed row
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,qty,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,cfm,148,cfm,SUPPLY CFM,printed '148 CFM'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,cooling_mbh,4000,BTU/H,COOLING CAPACITY,printed '4000.0 Btu/h'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,cooling_tons,,tons,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,heating_mbh,4500,BTU/H,HEATING CAPACITY,printed '4500.0 Btu/h'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,hw_gpm,,gpm,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,hw_ewt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,hw_lwt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,chw_gpm,,gpm,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,chw_ewt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,chw_lwt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,motor_hp,,hp,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,eh_kw,,kW,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,conn_in,,in,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,bas_interface,CENTRAL AE-200A CONTROLLER,,NOTE 5,"note 5, every row's NOTES printing ALL: 'PROVIDE AND CONNECT ALL INDOOR UNITS TO A CENTRAL AE-200A CONTROLLER.'"
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,volts,208,V,ELECTRICAL / VOLTAGE,printed '208 V'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-3,VRF_INDOOR,phase,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,building,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,floor,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,area_served,DMR MP OFF,,Space: Name: the room the unit serves,author's reading of the printed row
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,qty,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,cfm,148,cfm,SUPPLY CFM,printed '148 CFM'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,cooling_mbh,4000,BTU/H,COOLING CAPACITY,printed '4000.0 Btu/h'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,cooling_tons,,tons,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,heating_mbh,4500,BTU/H,HEATING CAPACITY,printed '4500.0 Btu/h'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,hw_gpm,,gpm,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,hw_ewt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,hw_lwt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,chw_gpm,,gpm,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,chw_ewt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,chw_lwt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,motor_hp,,hp,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,eh_kw,,kW,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,conn_in,,in,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,bas_interface,CENTRAL AE-200A CONTROLLER,,NOTE 5,"note 5, every row's NOTES printing ALL: 'PROVIDE AND CONNECT ALL INDOOR UNITS TO A CENTRAL AE-200A CONTROLLER.'"
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,volts,208,V,ELECTRICAL / VOLTAGE,printed '208 V'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-4,VRF_INDOOR,phase,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,building,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,floor,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,area_served,FISHERIES FILES & SEASONAL,,Space: Name: the room the unit serves,author's reading of the printed row
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,qty,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,cfm,148,cfm,SUPPLY CFM,printed '148 CFM'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,cooling_mbh,4000,BTU/H,COOLING CAPACITY,printed '4000.0 Btu/h'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,cooling_tons,,tons,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,heating_mbh,4500,BTU/H,HEATING CAPACITY,printed '4500.0 Btu/h'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,hw_gpm,,gpm,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,hw_ewt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,hw_lwt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,chw_gpm,,gpm,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,chw_ewt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,chw_lwt_f,,F,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,motor_hp,,hp,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,eh_kw,,kW,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,conn_in,,in,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,bas_interface,CENTRAL AE-200A CONTROLLER,,NOTE 5,"note 5, every row's NOTES printing ALL: 'PROVIDE AND CONNECT ALL INDOOR UNITS TO A CENTRAL AE-200A CONTROLLER.'"
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,volts,208,V,ELECTRICAL / VOLTAGE,printed '208 V'
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-5,VRF_INDOOR,phase,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-6,VRF_INDOOR,building,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-6,VRF_INDOOR,floor,,,,not printed
093_ME_BGS_Project_3845_Jonesboro_Heat_Pump_Upgrades.pdf#8,HEAT PUMP/VRF INDOOR UNIT SCHEDULE,IU-6,VRF_INDOOR,area_served,FISHERIES OFF,,Space: Name: the room the unit serves,author's reading of the printed row
