06_MO_NatlGuard_JeffCity_CST_Addition.pdf#31,KEYNOTE LEGEND,1815.81,73.81,2319.31,181.69,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.11pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#42,DOOR AND FRAME SCHEDULE,1288.88,84.31,2304.81,395.06,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#42,KEYNOTE LEGEND,1877.0,420.19,2319.44,1309.06,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.05pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#43,DOOR AND FRAME SCHEDULE,699.81,73.81,1761.81,313.25,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.11pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#44,WALLS,1452.44,598.62,1968.69,759.06,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#44,MISCELLANEOUS INTERIOR FINISH SCHEDULE,1452.44,936.94,1968.56,1014.94,"deterministic ruled-line pixel detection @ threshold 0.5, worst-edge agreement 0.04pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#44,KEYNOTE LEGEND,1452.44,1045.25,1855.88,1136.06,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#45,WALLS,1803.94,1048.06,2319.44,1208.31,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#45,MISCELLANEOUS INTERIOR FINISH SCHEDULE,1803.94,1318.69,2319.44,1431.44,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.2pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#50,PANEL C&C WIND PRESSURE SCHEDULE,201.06,375.44,690.81,555.31,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.06pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#50,ROOF MEMBER C&C WIND UPLIFT SCHEDULE,184.38,640.06,697.19,807.31,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.06pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#51,COLUMN SCHEDULE,959.31,108.19,1339.31,448.69,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.11pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#51,ISOLATED FTG. SCHEDULE,959.31,598.62,1390.94,693.69,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.31pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#52,FOUNDATION PLAN LEGEND,265.06,1268.19,575.44,1531.25,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#53,HEADER SCHEDULE,1075.38,114.44,1428.56,181.5,"deterministic ruled-line pixel detection @ threshold 0.5, worst-edge agreement 0.18pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#54,HEADER SCHEDULE,1502.81,681.44,1990.06,781.94,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#54,ROOF FRAMING PLAN LEGEND,819.81,1457.19,1130.06,1625.81,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#66,PLUMBING FIXTURE SCHEDULE,157.62,103.69,1754.81,299.19,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.11pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#68,PLUMBING FIXTURE SCHEDULE,267.19,90.94,1627.5,308.19,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#68,KEYNOTE LEGEND,1809.81,90.94,2290.0,326.81,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.08pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#68,SINK PUMP SCHEDULE,267.19,310.94,998.31,402.31,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#68,DOMESTIC WATER HEATER SCHEDULE,267.19,443.69,1209.88,557.44,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#74,ROOFTOP UNIT SCHEDULE,157.38,117.19,1609.25,209.06,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#74,VARIABLE-AIR-VOLUME BOX SCHEDULE,157.38,281.06,1205.81,453.94,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#74,"GRILLES, REGISTERS, AND DIFFUSERS SCHEDULE",157.38,550.19,1778.06,708.44,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#75,HEAT PUMP SCHEDULE,1346.19,164.56,2290.88,290.56,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#75,UNIT HEATER SCHEDULE,430.62,338.44,1400.19,512.44,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#75,FAN COIL UNT SCHEDULE,1439.94,338.44,2290.88,499.19,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.08pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#75,ELECTRIC DUCT HEATER SCHEDULE,581.19,535.5,1236.81,613.5,"deterministic ruled-line pixel detection @ threshold 0.5, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#75,EXHAUST FAN SCHEDULE,1322.56,535.5,2290.88,626.81,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.08pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#75,"GRILLES, REGISTERS, AND DIFFUSERS SCHEDULE",999.56,664.69,2290.88,769.38,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.11pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#75,LOUVER SCHEDULE,1431.81,804.44,2290.88,928.38,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.07pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#76,VAV BOX DDC CONTROL SUMMARY,174.44,1003.62,792.69,1313.44,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.2pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#76,VARIABLE AIR VOLUME ROOFTOP UNIT CONTROL SUMMARY,1601.56,1111.81,2190.06,1624.19,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.18pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#77,OUTDOOR AIR PROCESSING UNIT CONTROL SUMMARY,1628.94,783.69,2217.44,1080.06,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.06pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#84,BRANCH PANEL: PNL-E,174.31,121.5,1037.69,574.06,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#84,LIGHT FIXTURE SCHEDULE,1152.69,121.5,2268.19,455.94,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.06pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#84,LIGHTING CONTROL MATRIX,1464.81,875.44,1721.06,1083.56,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#85,CEILING FAN SCHEDULE,1455.88,203.69,2155.62,329.31,"deterministic ruled-line pixel detection @ threshold 0.6, worst-edge agreement 0.09pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#85,LIGHT FIXTURE SCHEDULE,797.69,388.06,2155.62,576.69,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.07pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#85,BRANCH PANEL: N,1286.81,626.31,2150.31,1078.94,"deterministic ruled-line pixel detection @ threshold 0.7, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
06_MO_NatlGuard_JeffCity_CST_Addition.pdf#85,FEEDER SCHEDULE,702.44,1149.69,1206.06,1231.94,"deterministic ruled-line pixel detection @ threshold 0.5, worst-edge agreement 0.1pt vs vectorgrid's own box [B-40 CORRECTED 2026-09-13: original rulelinebox.py measurement was written in RENDER_SCALE=2 units instead of raw PDF points (2x too large); halved to match this file's own established convention -- see TAKEOFF_BUG_CATALOGUE.md]"
